Company Name,Industry,Funding Stage,Amount,Location,About Company,Year Funded,Investor
Brila 91,Food & Bevarages,,1200000.0,New Delhi,Bira 91 is a craft beer company.,2021,"Sequoia Capital India, Sixth Sense Ventures"
FoodyBuddy,Food Industry,,600000.0,Belgaum,FoodyBuddy is a online food delivery portal,2021,Rebel Foods
Zomato,Food Delivery,,660000000.0,Gurgaon,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants,2021,"Kora, Tiger Global Management"
OurEye.ai,Virtual auditing startup,,120000.0,Bangalore,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.",2021,"100X VC, Amara Ventures"
Shiprocket,E-commerce,Series C,7500000.0,New Delhi,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,2021,"Bertelsmann India Investments, InnoVen Capital"
Moneyboxx Finance,FinTech,,1000000.0,New Delhi,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,2021,"BlackSoil, Caspian"
EWar,Gaming,Pre-series A,,Bangalore,EWar Games is a e-sports and real-time gaming start-up.,2021,"Jindal Steels, Jeet Banerjee"
SucSEED Indovation,FinTech,,5000000.0,Hyderabad,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW",2021,
TaxBuddy.com,FinTech,,1000000.0,Mumbai,TaxBuddy for any tax related issues.,2021,Zenith Global
Awign Enterprises,Work fulfillment,,500000.0,Bangalore,Operations and manpower outsourcing startup,2021,"Unitus Ventures, Work10M"
Circle of Angels,FinTech,,3000000.0,Gurgaon,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.,2021,
CoinDCX,FinTech,Series B,10000000.0,Mumbai,CoinDCX is a company that specializes in crypto-enabled financial services.,2021,"Coinbase Ventures, Polychain"
Glance,AI startup,,145000000.0,Bangalore,Glance is a screen zero platform that consumers use across connected devices to experience the Internet.,2021,Mithril Capital Management.
VerSe Innovation,Telecommunication,,100000000.0,Bangalore,Owner of Dailyhunt App and I-Pay,2021,Google
Voosh,Food Industry,Pre-seed,,Bangalore,Building India's largest digital food service brand,2021,Better Capital
Arya,AgriTech,Series B,21000000.0,Noida,"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation",2021,Quona Capital
Pickrr,Logistics,,4000000.0,New Delhi,Pickrr is an on-demand first mile logistics company,2021,Swastika
PhonePe,FinTech,,20000000.0,Andheri,PhonePe is a mobile payment application that enables users to transfer money instantly.,2021,"Flipkart, Walmart"
Countingwell,EdTech,Pre-series A,1000000.0,Bangalore,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.",2021,"Delhi Private School, UAE, Interstar"
Callify.ai,Tech Startup,Seed,560000.0,Mumbai,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,2021,Malpani Ventures
Hudle,Sports,Pre-series A,,New Delhi,Hudle is a sports & fitness discovery & booking platform with 300+ sports venues and sports events/tournaments available for booking.,2021,Survam Partners
Cover it Up,E-commerce,Seed,400000.0,Chennai,Online portal that churns out high quality products,2021,Angel investors
BiteSpeed,E-commerce,Seed,275000.0,Gurgaon,Chat-based commerce for E-commerce brands,2021,Whiteboard Capital
WakeFit,Retail,Series B,20000000.0,Bangalore,Wakefitkart is a mattress manufacturing company,2021,Sequoia Capital.
Sreyas Holistic Remedies,Medtech,,1000000.0,Hyderabad,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva,2021,Blacksoil
M1xchange,FinTech,,4500000.0,Gurgaon,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2021,"BEENEXT, Mayfield Fund"
Exotel,Cloud company,,5000000.0,Bangalore,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.,2021,"A91 Partners, Artha India Ventures"
PagarBook,Software company,Series A,15000000.0,Bangalore,"Staff's Salary, Work & Attendance Management Application",2021,"Sequoia Capital, India Quotient"
Ayana,Renewable player,,390000000.0,Bangalore,Ayana Renewable Power is an Indian renewable energy platform,2021,"NIIF Ltd, CDC Group"
Fisdom,FinTech,,7000000.0,Bangalore,Fisdom is a fintech company that offers investment advisory services through an application.,2021,"PayU Finance India, Quona Capital"
Tinker Coders,EdTech,Seed,,Noida,Tinker Coder is a LIVE Online Platform through which kids will learn the art of coding,2021,STEMROBO Technologies
Infinite Uptime,IoT startup,Series B,5100000.0,Pune,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,2021,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund"
HappyLocate,SaaS startup,Pre-series A,500000.0,Bangalore,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed",2021,The CoWrks Foundry
PhonePe,FinTech,,700000000.0,New Delhi,PhonePe is a mobile payments application that allows the user to transfer money instantly.,2021,Flipkart
Loop Health,HealthTech,Seed,2300000.0,Pune,Loop Health is bringing ease and choice to patients seeking major medical treatments.,2021,"Y Combinator, Sierra Ventures"
NeoDocs,HealthTech,Pre-seed,,Mumbai,Neodocs analyses medical reports and provides personalised health recommendations remotely.,2021,9Unicorns Accelerator Fund
The ePlane,Aero company,Seed,,Chennai,Transforming the mobility landscape using aerial transport.,2021,Speciale Invest
TagMango,Marketing company,Seed,700000.0,Mumbai,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.",2021,"XRM Media, Kevin Lin"
The New Shop,Retail startup,Seed,500000.0,New Delhi,The New Shop is a chain of high speed retail stores,2021,Huddle Accelerator
MobiKwik,FinTech,,7000000.0,Gurgaon,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",2021,"Hindustan Media Venture, Nicolas Jarrosson"
DebugsBunny,EdTech,,100000.0,Pune,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,2021,India Angel Fund
BHIVE Investech,Co-working Startup,Seed,1000000.0,Bangalore,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,2021,Blume Ventures
Rivigo,Logistics,,19000000.0,Gurgaon,Rivigo is a technology-enabled logistics platform provider that offers transport services.,2021,"Elevation Capital, Trifecta Capital Advisors"
ZipLoan,Finance company,,3000000.0,New Delhi,ZipLoan is a online lending platform,2021,"Stride Ventures, Matrix Partners India"
Prescinto,Solar Monitoring Company,Seed,,Ahmedabad,Prescinto provides solutions for solar monitoring and analytics solutions.,2021,"Startup incubator, Accelerator Venture Catalysts"
Toppeq,SaaS startup,Seed,,Mumbai,SaaS-based equity management platform,2021,
Bolo Indya,Video sharing platform,,400000.0,Gurgaon,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.",2021,"India Accelerator, Sunil Kamath"
Bombay Play,Gaming startup,Seed,1000000.0,Bangalore,Bombay Play is a Card and Toy Company Making games for India.,2021,"Ramakant Sharma, Leo Capital India"
KIKO TV,Video streaming platform,Seed,,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,2021,"9Point8 Capital, Sunil Kumar Singhvi"
Atomberg Technologies,Consumer appliances,Series B,9000000.0,Mumbai,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances",2021,"Sandeep Tandon, Survam Partners"
DealShare,E-commerce,Series C,21000000.0,Jaipur,DealShare is a Social Commerce Startup,2021,"Falcon Edge Capital, Omidyar Network"
CueMath,EdTech,Series C,40000000.0,Bangalore,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,2021,"Sequoia Capital India, CapitalG"
Gamerji,Gaming startup,Seed,,Ahmedabad,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",2021,La Gajjar Group.
5C Network,HealthTech,Pre-series A,1200000.0,Bangalore,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",2021,"Axilor Ventures, Unitus Ventures"
Ethereum Push Notification Service,Blockchain startup,Seed,750000.0,Mumbai,EPNS is a decentralized notification protocol,2021,Prolific angel investors
Mihup,Conversational AI platform,Series A,1500000.0,Kolkata,Intelligence-based personal mobile assistant app,2021,"Ideaspring Capital, Accel"
RuralBasket,E-commerce,,500000.0,"Tirunelveli, Tamilnadu",Naturally grown and healthy products directly from farmers.,2021,Nativelead Foundation
WayCool Foods,AgriTech,Debt,7800000.0,Chennai,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",2021,"FMO, IndusInd Bank"
Infra.Market,Real Estate,Series B,20000000.0,Thane,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,2021,"Trifecta Capital Advisors, Nexus Venture Partners"
Info Edge Venture,Venture capitalist,,50000000.0,Noida,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",2021,Lightbox
Clovia,E-commerce,Pre-series C,4000000.0,Noida,Clovia is the online lingerie retailer,2021,"Golden Birch Investments, She Capital"
Codingal,EdTech,Seed,560000.0,Bangalore,Coding education platform for K-12 students,2021,"Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator."
CRED,Finance company,Series C,80000000.0,Bangalore,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,2021,"General Catalyst, Ribbit Capital"
Vistaar Finance,Finance company,,30000000.0,Bangalore,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,2021,FMO
Let's Dive,SaaS platform,,1700000.0,Bangalore,A platform for remote employee engagement and building team culture,2021,Surge
Habitat,EdTech,Seed,600000.0,,"Habitat, a social learning edtech platform for civil service aspirants",2021,"Unitus Ventures, Whiteboard Capital"
SAWO Labs,SaaS platform,Seed,600000.0,Mumbai,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,2021,"StartupXseed Ventures, 100X.VC"
Signzy,AI platform,,3000000.0,Bangalore,Signzy are creating 'building blocks for a Digital Trust system.,2021,"Stellaris Venture Partners, Mastercard"
Kyt,EdTech,,2500000.0,Singapore,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,2021,Sequoia Capital India’s Surge
Raskik,Fusion beverages,Pre-series A,1000000.0,,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,2021,"Venture Catalysts, 9Unicorns"
GetWork,HR Tech,Pre-seed,40000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021,India Accelerator
Mobile Premier League (MPL),Gaming,Series B,500000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2021,"Pegasus Tech Ventures, Base Partners"
Pravasirojgar,Job portal,,33000000.0,,Initiative for blue-collar job workers,2021,GoodWorker.
Omatra Hotels,Hospitality,Seed,,Kolkata,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,2021,Capify
Awign,Job portal,Pre-series B,,Bangalore,Operations and manpower outsourcing startup,2021,"Unitus Ventures, Work10M"
NewsReach,Digital Media,Seed,1500000.0,Gujarat,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,2021,"Mumbai Angels, JITO Angel Network."
Cashfree,FinTech,Series B,35000000.0,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2021,"George Osborne, Smilegate Investment"
Credgenics,FinTech,Pre-series A,3000000.0,New Delhi,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2021,"Accel India, Breadlake Ventures"
GeoIQ,AI startup,Seed,300000.0,Bangalore,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",2021,"Ankur Mittal, Mitesh Shah"
Country Delight,Dairy startup,Series C,25000000.0,Haryana,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,2021,"IIFL Asset Management, Matrix Partners"
Quintype,Content management,Series A,3500000.0,Bangalore,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",2021,IIFL AMC
CARS24,Retail,Series E,200000000.0,Haryana,CARS24 is an India-based platform for selling used cars.,2021,"Global Car Group, Freemark holdings"
Power Gummies,HealthTech,Bridge,,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,2021,Venture Catalysts
Cityflo,Transportation,Series A,7000000.0,Mumbai,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,2021,"Anupam Mittal, India Quotient"
AlgoBulls,Trading platform,,200000.0,Mumbai,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,2021,Venture Catalysts
Credgenics,FinTech,Pre-series A,3000000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2021,"Accel India, Breadlake Ventures"
Ensuredit,FinTech,Pre-series A,300000.0,Gurugram,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,2021,Venture Catalysts
Shipsy,AI Company,Series A,6000000.0,Gurugram,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,2021,"DTDC, Udaan Angel Partners"
ERPNext,Tech company,,1000000.0,Mumbai,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",2021,Rainmatter
